Order	PID	MS SubClass	SalePrice
1149	0531452140	120	153900
1150	0532351050	020	128000
1151	0532353050	020	144000
1152	0532354150	020	135000
1153	0532376170	190	115000
1154	0532377020	020	119916
1155	0532378200	020	142000
1156	0532477030	020	192000
1157	0532479020	050	140000
1158	0533125080	060	290000
1159	0533125140	060	372500
1160	0533206050	120	196000
1161	0533208080	160	171900
1162	0533208140	120	178000
1163	0533212050	160	165000
1164	0533212140	160	146000
1165	0533212150	160	146000
1166	0533213070	160	179400
1167	0533213120	160	172900
1168	0533215020	120	300000
1169	0533215030	120	285000
1170	0533215040	120	290000
1171	0533215070	120	305000
1172	0533215080	120	328900
1173	0533217050	160	160000
1174	0533217060	160	170000
1175	0533234020	060	223000
1176	0533236060	160	170000
1177	0533236070	160	200000
1178	0533236090	160	345000
1179	0533250050	120	245500
1180	0533250110	120	217500
1181	0533250160	120	324000
1182	0533251120	020	162500
1183	0533350090	060	150000
1184	0533350120	020	290000
1185	0534104100	060	205000
1186	0534126090	020	174000
1187	0534127210	080	183000
1188	0534127230	020	150000
1189	0534128050	020	145000
1190	0534129060	020	215000
1191	0534175140	090	140500
1192	0534177180	060	240000
1193	0534201240	060	141000
1194	0534202130	020	147000
1195	0534204030	020	135000
1196	0534225110	090	145000
1197	0534225120	090	142600
1198	0534250010	090	135000
1199	0534250335	060	170000
1200	0534250370	060	299800
1201	0534250410	060	185000
1202	0534251280	060	173000
1203	0534252090	085	178400
1204	0534252270	060	176000
1205	0534276190	020	98000
1206	0534277060	020	109008
1207	0534277070	020	135750
1208	0534400030	020	155000
1209	0534400060	020	180500
1210	0534401130	080	174900
1211	0534401190	020	140000
1212	0534403050	020	145000
1213	0534403080	080	179900
1214	0534403100	080	168500
1215	0534403260	020	140000
1216	0534426040	020	145500
1217	0534427040	020	142000
1218	0534428020	020	141000
1219	0534428100	020	153000
1220	0534451080	020	72500
1221	0534451170	030	52000
1222	0534452060	190	118000
1223	0534453140	070	87000
1224	0534455030	020	141500
1225	0534477080	050	119000
1226	0534477090	020	141500
1227	0534477270	080	165500
1228	0534479150	020	112900
1229	0535103050	060	201800
1230	0535104020	020	163000
1231	0535105030	020	139950
1232	0535105060	020	174000
1233	0535105090	080	165000
1234	0535126140	060	227000
1235	0535150210	020	135000
1236	0535150280	020	124000
1237	0535151160	020	140000
1238	0535152200	020	136500
1239	0535153140	020	185000
1240	0535153150	020	163000
1241	0535176100	020	166800
1242	0535178060	020	139000
1243	0535179060	020	166000
1244	0535180100	020	136000
1245	0535180120	020	133000
1246	0535301080	020	116000
1247	0535302130	020	137500
1248	0535302140	020	130000
1249	0535303030	020	180000
1250	0535305030	020	139000
1251	0535305160	020	110000
1252	0535327230	020	100000
1253	0535352080	050	118500
1254	0535354200	090	146000
1255	0535375140	020	89900
1256	0535375160	050	114000
1257	0535380050	050	140000
1258	0535380110	030	86900
1259	0535380140	050	139000
1260	0535383100	190	106250
1261	0535402120	060	171000
1262	0535403010	020	139000
1263	0535425060	020	186000
1264	0535426260	020	157000
1265	0535426350	020	148000
1266	0535427070	020	242000
1267	0535451010	020	116000
1268	0535451050	020	94000
1269	0535451230	020	98300
1270	0535452120	080	127000
1271	0535453020	020	159000
1272	0535453040	020	125900
1273	0535453210	020	155000
1274	0535454150	050	138000
1275	0535455060	045	112500
1276	0535455080	045	105500
1277	0535455090	050	127500
1278	0535456050	090	130000
1279	0535456070	050	150000
1280	0535456100	020	109500
1281	0535475020	060	140000
1282	0535476370	060	167900
1283	0535477090	020	136870
1284	0902100020	020	143000
1285	0902100030	030	73000
1286	0902102060	070	157500
1287	0902103150	050	122600
1288	0902105010	070	111000
1289	0902105020	050	256000
1290	0902105130	030	64000
1291	0902107030	075	139500
1292	0902109080	190	118000
1293	0902109110	050	200000
1294	0902109120	050	119164
1295	0902109160	050	122250
1296	0902128075	030	120000
1297	0902128150	190	155000
1298	0902134100	030	78000
1299	0902136110	050	95000
1300	0902201120	020	115000
1301	0902201140	020	147000
1302	0902202090	050	140000
1303	0902205070	020	46500
1304	0902205090	020	112500
1305	0902205140	020	107900
1306	0902207120	020	65000
1307	0902207220	075	295000
1308	0902300110	190	139500
1309	0902300215	050	153900
1310	0902300260	075	132000
1311	0902301140	070	98000
1312	0902301150	050	114000
1313	0902304060	190	130000
1314	0902305080	075	129500
1315	0902306120	070	129400
1316	0902306130	070	161000
1317	0902326060	190	163000
1318	0902328040	075	128000
1319	0902330010	070	122000
1320	0902401010	050	116900
1321	0902401120	075	325000
1322	0902402260	070	55000
1323	0902405070	070	184000
1324	0902406020	020	110000
1325	0902406090	050	131500
1326	0902427045	020	97000
1327	0902427150	020	115500
1328	0903201030	030	138000
1329	0903204010	050	108000
1330	0903204095	040	79500
1331	0903206070	050	153000
1332	0903225050	045	109500
1333	0903225140	050	124000
1334	0903225160	070	106900
1335	0903226060	050	164900
1336	0903226150	030	119000
1337	0903227080	050	120000
1338	0903228040	050	157000
1339	0903228060	050	105000
1340	0903228090	045	113000
1341	0903230110	050	115000
1342	0903230120	020	79000
1343	0903231080	050	123000
1344	0903232030	030	81300
1345	0903232090	050	162900
1346	0903233080	050	150000
1347	0903234090	070	123500
1348	0903234100	050	129900
1349	0903235010	070	128000
1350	0903235100	030	68500
1351	0903236010	050	127000
1352	0903400180	050	207000
1353	0903401020	050	184000
1354	0903401030	050	162500
1355	0903401050	050	145000
1356	0903425420	030	130000
1357	0903426160	060	160000
1358	0903427090	070	161000
1359	0903429010	050	127500
1360	0903452025	030	93850
1361	0903453050	070	136000
1362	0903454100	050	141000
1363	0903455030	050	120000
1364	0903455140	030	127500
1365	0903456130	050	127000
1366	0903458110	050	89500
1367	0903475020	020	125000
1368	0903476110	050	79900
1369	0903481010	030	85000
1370	0903481100	190	82375
1371	0903484020	050	135000
1372	0904100020	020	124000
1373	0904100040	020	134000
1374	0904100160	050	135000
1375	0904101170	050	134432
1376	0904351280	190	127500
1377	0905100020	085	148000
1378	0905102170	020	129500
1379	0905103030	080	157500
1380	0905104080	020	109900
1381	0905104110	020	145000
1382	0905104180	020	130000
1383	0905107280	085	153000
1384	0905107380	020	120000
1385	0905108170	085	152000
1386	0905200090	090	108959
1387	0905200100	190	95541
1388	0905200160	020	80000
1389	0905200510	020	149350
1390	0905201020	020	144900
1391	0905201110	020	185000
1392	0905201120	020	165000
1393	0905202230	020	235000
1394	0905225040	080	140000
1395	0905226030	030	108000
1396	0905226110	190	145000
1397	0905227050	050	152400
1398	0905300020	080	144000
1399	0905351089	120	173000
1400	0905352030	060	192000
1401	0905352070	020	245000
1402	0905401045	020	241500
1403	0905401060	020	256000
1404	0905402090	080	177000
1405	0905403060	050	125600
1406	0905403150	020	155000
1407	0905425125	050	240000
1408	0905426030	030	260000
1409	0905427050	050	185000
1410	0905427070	070	235000
1411	0905451330	020	159900
1412	0905452070	090	99600
1413	0905452120	060	134500
1414	0905476120	050	119000
1415	0905477050	190	107500
1416	0905479110	190	125000
1417	0905480150	050	79000
1418	0905480240	050	95000
1419	0906204150	060	262280
1420	0906204280	060	260000
1421	0906223110	020	226500
1422	0906223140	060	225000
1423	0906223220	080	229000
1424	0906378190	060	177439
1425	0906380030	020	248500
1426	0906412010	020	475000
1427	0906412050	020	395039
1428	0906420130	060	228000
1429	0906424010	080	225000
1430	0906475100	020	195000
1431	0906476030	060	200000
1432	0907126030	020	155000
1433	0907135020	020	144000
1434	0907135260	020	145000
1435	0907175080	020	226001
1436	0907176010	060	215700
1437	0907181120	060	207500
1438	0907181140	060	193000
1439	0907187030	060	188000
1440	0907187080	020	191000
1441	0907192130	020	221000
1442	0907194020	060	231500
1443	0907196040	060	235000
1444	0907196050	060	223500
1445	0907200110	020	130250
1446	0907201060	080	149900
1447	0907202010	020	158000
1448	0907202160	080	147000
1449	0907202190	020	143195
1450	0907202240	020	163000
1451	0907203090	020	110000
1452	0907227050	020	127000
1453	0907227300	020	124900
1454	0907250020	020	230000
1455	0907251090	060	237000
1456	0907253060	060	235000
1457	0907253110	060	230500
1458	0907254020	060	230000
1459	0907254090	060	222500
1460	0907255020	060	287000
1461	0907255030	060	274000
1462	0907255060	020	300000
1463	0907260010	060	255900
1464	0907262030	060	224900
1465	0907262060	060	240000
1466	0907262070	060	183000
1467	0907265100	060	207000
1468	0907285080	060	210000
1469	0907290150	120	136500
1470	0907290250	120	145000
1471	0907295020	020	208900
1472	0907295100	090	185000
1473	0907405020	020	214000
1474	0907405140	060	208500
1475	0907412040	020	186500
1476	0907412070	020	210000
1477	0907412080	060	185900
1478	0907412090	020	179900
1479	0907418010	020	218836
1480	0907418040	020	193000
1481	0907420080	060	189000
1482	0907425010	120	149300
1483	0907425015	120	141000
1484	0907425030	120	149000
1485	0907425035	120	144500
1486	0908102030	030	85000
1487	0908102040	090	145900
1488	0908102140	020	123000
1489	0908102260	020	147500
1490	0908103260	085	165000
1491	0908103280	020	135000
1492	0908127120	030	108000
1493	0908128050	085	137500
1494	0908128110	060	165400
1495	0908151040	080	147000
1496	0908152110	060	160500
1497	0908152270	020	176000
1498	0908154080	020	284700
1499	0908154235	060	160000
1500	0908186040	180	148000
1501	0908201100	090	82000
1502	0908201110	090	82000
1503	0908201120	090	118000
1504	0908204160	090	82500
1505	0908225170	190	91900
1506	0908226120	050	120000
1507	0908250040	050	96000
1508	0908250090	020	99000
1509	0908275130	050	130500
1510	0908275180	050	135000
1511	0908275280	050	135500
1512	0908276140	080	100000
1513	0909100150	030	108000
1514	0909100170	030	98000
1515	0909101060	030	67000
1516	0909101180	190	135900
1517	0909131170	070	140000
1518	0909175050	075	179500
1519	0909175100	050	136500
1520	0909177120	030	168000
1521	0909201110	070	130000
1522	0909250040	070	189000
1523	0909250230	090	161900
1524	0909251080	070	145000
1525	0909251090	070	191000
1526	0909252110	070	177000
1527	0909252220	050	147500
1528	0909253190	030	91000
1529	0909254050	070	231000
1530	0909256060	050	115000
1531	0909275040	070	138000
1532	0909275050	070	149000
1533	0909276170	070	188700
1534	0909277040	050	198000
1535	0909277070	050	110000
1536	0909281030	020	104000
1537	0909281110	070	257076
1538	0909282030	050	381000
1539	0909425010	050	311500
1540	0909425085	050	263400
1541	0909428170	020	236500
1542	0909428190	020	224000
1543	0909451020	160	116500
1544	0909451150	160	151000
1545	0910200080	030	126000
1546	0910201130	050	120000
1547	0910202050	030	55000
1548	0910202100	030	120500
1549	0910203020	030	120500
1550	0910203090	050	119000
1551	0910205010	080	126000
1552	0910206110	030	99500
1553	0910226040	050	165500
1554	0910251050	020	13100
1555	0911102090	070	89000
1556	0911102170	070	40000
1557	0911102180	050	80900
1558	0911226010	030	81000
1559	0911226030	070	65000
1560	0911370410	120	392500
1561	0911370490	120	294464
1562	0911370520	120	250000
1563	0911370540	120	275000
1564	0914453045	020	300000
1565	0914465060	020	271000
1566	0914467050	060	213000
1567	0914475020	080	171000
1568	0914476010	020	171500
1569	0914476080	090	100000
1570	0914476450	020	228500
1571	0916125425	190	228950
1572	0916226030	120	241500
1573	0916325080	020	287000
1574	0916380060	020	294000
1575	0916382120	020	293077
1576	0916384100	060	264966
1577	0916386040	080	172500
1578	0916386080	080	167500
1579	0916386180	060	218689
1580	0916402015	020	150000
1581	0916402115	020	184000
1582	0916402215	020	180000
1583	0916403230	080	175000
1584	0916455120	020	232500
1585	0916460060	020	195000
1586	0916477020	060	305000
1587	0921126030	020	298751
1588	0921201060	020	370000
1589	0923202005	090	209200
1590	0923202015	090	206300
1591	0923202137	020	146000
1592	0923203140	120	160500
1593	0923204040	085	173000
1594	0923225080	120	124000
1595	0923225150	160	115000
1596	0923225200	160	129500
1597	0923225310	180	105000
1598	0923225370	180	94900
1599	0923227030	020	152500
1600	0923228080	160	98000
1601	0923228420	180	81000
1602	0923250210	020	113000
1603	0923252100	020	128500
1604	0923275090	020	119500
1605	0923277030	020	130500
1606	0923277040	020	138000
1607	0923277080	020	134500
1608	0923400040	050	160000
1609	0923426010	020	137500
1610	0924100020	060	172000
1611	1007100110	070	103000
1612	0526352080	020	167300
1613	0526352090	020	167000
1614	0526355170	020	244000
1615	0526355190	020	268000
1616	0527105140	060	225000
1617	0527107040	060	168000
1618	0527110080	060	177000
1619	0527110120	060	169000
1620	0527110130	080	161500
1621	0527126030	120	251000
1622	0527158090	080	160000
1623	0527161090	060	180000
1624	0527162080	060	178750
1625	0527162090	020	176000
1626	0527162140	060	204000
1627	0527163080	020	160000
1628	0527165020	080	160000
1629	0527165100	080	163900
1630	0527165170	060	168000
1631	0527175130	020	154204
1632	0527182040	120	170000
1633	0527182170	160	207500
1634	0527184020	120	182000
1635	0527184110	120	212000
1636	0527210060	020	377426
1637	0527212060	060	349265
1638	0527216080	020	591587
1639	0527226040	190	155000
1640	0527252050	120	319900
1641	0527252070	020	392000
1642	0527256030	020	441929
1643	0527256040	020	455000
1644	0527301080	020	182900
1645	0527301280	020	174000
1646	0527302020	080	178000
1647	0527302060	060	176000
1648	0527302090	020	213000
1649	0527325090	060	192000
1650	0527325110	060	190000
1651	0527327050	060	195000
1652	0527328020	080	148000
1653	0527328050	020	151500
1654	0527353080	060	197000
1655	0527354050	020	192350
1656	0527356050	060	152000
1657	0527357020	020	170000
1658	0527358060	020	175000
1659	0527359010	060	175000
1660	0527359080	060	197900
1661	0527359160	080	174000
1662	0527377110	060	178900
1663	0527402090	080	139000
1664	0527402150	020	143250
1665	0527402240	060	184000
1666	0527403310	020	155000
1667	0527404050	020	133000
1668	0527404100	020	119500
1669	0527404140	020	123000
1670	0527404150	020	110000
1671	0527425025	020	128000
1672	0527425140	020	120500
1673	0527427090	120	133000
1674	0527427160	120	155000
1675	0527427200	120	177000
1676	0527450030	160	113500
1677	0527450150	160	113000
1678	0527450220	160	113700
1679	0527451020	160	106000
1680	0527451170	160	122500
1681	0527452100	120	128000
1682	0527453010	160	155000
1683	0527455030	120	142500
1684	0527455250	020	129250
1685	0528102050	020	356000
1686	0528102090	020	314813
1687	0528102100	020	318000
1688	0528102120	020	322400
1689	0528102130	020	318000
1690	0528104010	020	345474
1691	0528106040	020	415298
1692	0528106050	060	492000
1693	0528106060	060	338931
1694	0528106110	020	450000
1695	0528108160	060	280000
1696	0528110040	020	479069
1697	0528110070	020	395000
1698	0528110100	060	380000
1699	0528112150	020	250000
1700	0528114050	020	440000
1701	0528118040	060	418000
1702	0528118050	020	500067
1703	0528120010	060	260116
1704	0528120150	060	317000
1705	0528142050	060	319500
1706	0528144050	060	325624
1707	0528150040	020	372000
1708	0528150110	060	342000
1709	0528150120	060	354000
1710	0528166150	060	350000
1711	0528168040	060	285000
1712	0528172030	060	281500
1713	0528172050	020	245700
1714	0528172070	020	232698
1715	0528172075	060	250000
1716	0528174010	120	194700
1717	0528174020	120	204000
1718	0528174030	120	200000
1719	0528174040	120	207000
1720	0528181060	120	209500
1721	0528181070	120	209500
1722	0528181080	120	202500
1723	0528186050	120	280000
1724	0528186090	120	277500
1725	0528186120	120	318061
1726	0528186190	120	221370
1727	0528188160	120	200000
1728	0528218010	060	181755
1729	0528218020	060	176000
1730	0528218050	060	178900
1731	0528218100	060	168165
1732	0528221030	060	171925
1733	0528221040	060	198444
1734	0528221050	020	203000
1735	0528221090	060	179540
1736	0528222030	020	176485
1737	0528222040	020	181134
1738	0528222050	060	156932
1739	0528222060	060	166000
1740	0528222080	060	177594
1741	0528222090	020	173500
1742	0528228270	120	172500
1743	0528228275	120	194201
1744	0528228375	120	226500
1745	0528228555	020	185485
1746	0528231010	020	259000
1747	0528231030	080	188500
1748	0528235000	080	175000
1749	0528235160	060	215000
1750	0528235170	020	206580
1751	0528240020	060	183500
1752	0528250010	080	165500
1753	0528250070	060	211000
1754	0528275035	060	181000
1755	0528275110	060	219500
1756	0528280110	060	175000
1757	0528280150	080	170000
1758	0528290060	060	162000
1759	0528290170	060	187000
1760	0528294010	060	185000
1761	0528320050	060	745000
1762	0528322020	060	384500
1763	0528326060	060	248000
1764	0528327060	020	466500
1765	0528340030	060	410000
1766	0528344020	060	322500
1767	0528348030	060	252000
1768	0528351010	060	755000
1769	0528354060	060	269790
1770	0528354110	060	315750
1771	0528358040	060	290000
1772	0528364110	060	290000
1773	0528366050	020	430000
1774	0528366070	060	263000
1775	0528376010	060	330000
1776	0528427040	020	213133
1777	0528427100	020	260261
1778	0528429090	020	320000
1779	0528429110	020	282922
1780	0528431030	020	215000
1781	0528431040	020	419005
1782	0528431050	020	255000
1783	0528431110	020	147000
1784	0528435010	020	235876
1785	0528435040	020	311872
1786	0528435060	020	248328
1787	0528435070	020	227000
1788	0528439040	020	260000
1789	0528439050	020	225000
1790	0528439080	020	249000
1791	0528441080	020	307000
1792	0528445020	060	250000
1793	0528445070	060	221300
1794	0528456190	020	208900
1795	0528456230	020	210400
1796	0528458080	060	255000
1797	0528458090	060	212109
1798	0528458120	060	270000
1799	0528458130	060	303477
1800	0528458150	060	310013
1801	0528477020	020	249700
1802	0528480020	060	227875
1803	0528480180	020	261329
1804	0528482010	020	253000
1805	0528482030	060	265000
1806	0528482090	060	340000
1807	0531363020	020	146000
1808	0531363040	020	147000
1809	0531375140	020	149000
1810	0531376060	020	181000
1811	0531380110	060	201000
1812	0531384070	060	191750
1813	0531385070	020	179000
1814	0531385130	020	215000
1815	0531451030	120	179200
1816	0531451150	160	128000
1817	0531453140	085	144000
1818	0531477040	090	144000
1819	0532353120	020	120750
1820	0532354010	020	132500
1821	0532354060	020	132000
1822	0532354070	020	132500
1823	0532376040	020	129000
1824	0532376090	020	143900
1825	0532377050	020	145000
1826	0532377140	020	128500
1827	0532378240	020	125500
1828	0532476080	060	300000
1829	0532477040	060	294000
1830	0532479050	020	129000
1831	0532479120	085	171000
1832	0532479140	020	147000
1833	0533120030	060	302000
1834	0533130170	050	285000
1835	0533205110	120	214000
1836	0533206060	120	166000
1837	0533206070	120	193800
1838	0533208010	120	208900
1839	0533208020	120	194000
1840	0533208030	120	207500
1841	0533208040	120	199900
1842	0533208070	160	164700
1843	0533213130	160	176500
1844	0533213140	160	176000
1845	0533221030	160	168500
1846	0533221060	160	177000
1847	0533221100	160	177000
1848	0533223050	160	148800
1849	0533236040	160	174000
1850	0533241030	060	239000
1851	0533242080	020	204000
1852	0533242090	060	301000
1853	0533244040	060	312500
1854	0533250190	120	279700
1855	0533251110	020	255000
1856	0533251130	080	194000
1857	0533252130	020	218000
1858	0533253180	120	213750
1859	0533254100	080	187000
1860	0533254130	020	181500
1861	0533350020	020	373000
1862	0533352075	090	190000
1863	0534104090	060	226000
1864	0534125120	020	143450
1865	0534127080	060	240050
1866	0534127140	085	162500
1867	0534127260	020	164000
1868	0534128090	020	185000
1869	0534151090	020	188500
1870	0534151180	060	255000
1871	0534175010	090	136905
1872	0534176140	020	158500
1873	0534177210	020	175500
1874	0534178010	020	127000
1875	0534201040	020	127000
1876	0534202030	020	143000
1877	0534204120	020	156000
1878	0534252040	020	144000
1879	0534252060	090	119000
1880	0534252070	090	103000
1881	0534252110	020	139900
1882	0534275170	020	151500
1883	0534275220	020	126500
1884	0534276070	080	145000
1885	0534276160	020	120000
1886	0534276180	020	124000
1887	0534276290	020	106500
1888	0534278150	020	140500
1889	0534278170	020	137500
1890	0534278190	020	117600
1891	0534401120	020	163500
1892	0534401200	080	161000
1893	0534403040	080	158000
1894	0534403290	060	224500
1895	0534403420	020	147000
1896	0534425015	020	200000
1897	0534425080	020	181900
1898	0534427140	020	150750
1899	0534429030	090	101800
1900	0534430090	020	124000
1901	0534431020	045	138500
1902	0534450090	020	39300
1903	0534450110	020	64500
1904	0534451020	050	64000
1905	0534453080	020	112000
1906	0534475170	060	165000
1907	0534476080	020	144000
1908	0534478140	090	137000
1909	0534479120	050	105000
1910	0534479140	070	146500
1911	0535101150	090	126000
1912	0535102010	085	175000
1913	0535105110	080	158500
1914	0535106140	020	114500
1915	0535106180	050	144000
1916	0535126180	060	129000
1917	0535151020	020	141000
1918	0535151100	020	131000
1919	0535151110	020	142100
1920	0535152060	020	139000
1921	0535154080	020	157900
1922	0535155110	020	139400
1923	0535176070	020	150000
1924	0535177020	020	120000
1925	0535177110	020	174850
1926	0535179120	020	116000
1927	0535180030	020	135000
1928	0535181030	020	163500
1929	0535181140	020	130000
1930	0535300040	020	129500
1931	0535301060	020	142000
1932	0535301160	090	128600
1933	0535302070	020	125000
1934	0535304170	020	136000
1935	0535305180	020	134500
1936	0535325090	020	127000
1937	0535325280	080	130000
1938	0535325320	050	115000
1939	0535327160	020	116900
1940	0535327200	020	132000
1941	0535353050	020	153000
1942	0535353130	020	112500
1943	0535353160	050	138000
1944	0535354050	045	135000
1945	0535354260	050	156000
1946	0535355020	070	301600
1947	0535375130	050	109000
1948	0535376010	045	103200
1949	0535378080	050	128500
1950	0535379060	030	64500
1951	0535379110	070	148000
1952	0535382150	030	86000
1953	0535402140	080	172000
1954	0535402180	020	120000
1955	0535403030	020	128500
1956	0535426130	060	135000
1957	0535450190	050	122900
1958	0535450220	020	119200
1959	0535450310	050	143000
1960	0535451040	020	119000
1961	0535451100	020	102000
1962	0535451110	020	129000
1963	0535452060	020	135000
1964	0535453080	020	152000
1965	0535453150	020	140000
1966	0535453180	020	152000
1967	0535457020	020	156500
1968	0535457040	090	141000
1969	0535457050	020	99000
1970	0535476360	060	187000
1971	0535477130	060	169500
1972	0535477180	020	125500
1973	0535478040	085	130000
1974	0902100010	030	103000
1975	0902105110	070	132000
1976	0902106070	050	127500
1977	0902106120	030	89500
1978	0902107050	090	140000
1979	0902110010	030	99900
1980	0902125120	030	100000
1981	0902128160	030	130000
1982	0902201090	050	135000
1983	0902201130	050	120000
1984	0902202070	030	89471
1985	0902205020	050	85000
1986	0902205130	030	108500
1987	0902206270	070	137000
1988	0902207010	030	110500
1989	0902207150	030	100000
1990	0902300020	070	184900
1991	0902300040	070	145000
1992	0902301030	050	125000
1993	0902301130	070	114000
1994	0902302150	190	90000
1995	0902303100	050	144100
1996	0902304040	070	117500
1997	0902305010	070	124500
1998	0902330090	075	185000
1999	0902332030	190	133900
2000	0902401030	040	152000
2001	0902404010	030	153500
2002	0902408080	070	159500
2003	0902427040	050	87000
2004	0902427140	020	104500
2005	0902427180	080	110000
2006	0903201090	040	136500
2007	0903204030	050	128250
2008	0903205085	030	144000
2009	0903206170	050	210000
2010	0903225040	050	135000
2011	0903227140	070	128000
2012	0903228080	050	131000
2013	0903231050	045	113000
2014	0903231090	050	126000
2015	0903231180	050	132000
2016	0903232100	050	131750
2017	0903233030	050	132500
2018	0903233050	070	137500
2019	0903233140	045	132000
2020	0903233180	050	127500
2021	0903234160	030	102000
2022	0903236130	070	200000
2023	0903400040	070	180500
2024	0903401070	050	165000
2025	0903425270	050	90000
2026	0903425280	070	153575
2027	0903426010	070	140000
2028	0903427040	050	136000
2029	0903430040	045	113000
2030	0903430050	050	117000
2031	0903450060	050	169500
2032	0903451110	045	139400
2033	0903453080	080	202500
2034	0903454010	070	127000
2035	0903454090	050	141000
2036	0903456110	060	212300
2037	0903457040	050	161000
2038	0903457130	190	99500
2039	0903458020	075	101000
2040	0903458060	030	109900
2041	0903475040	050	128500
2042	0903475060	190	122000
2043	0903476100	045	87000
2044	0903484080	050	50000
2045	0904100100	070	219000
2046	0904101070	050	200500
2047	0904301110	050	126000
2048	0904302010	190	108500
2049	0905100060	190	130000
2050	0905100080	085	158450
2051	0905101070	020	115400
2052	0905101200	020	118500
2053	0905102010	080	165000
2054	0905103110	020	123000
2055	0905104030	085	129000
2056	0905104090	020	125000
2057	0905104170	020	108000
2058	0905104240	190	119900
2059	0905105040	020	115000
2060	0905105170	020	134500
2061	0905105260	020	127000
2062	0905106150	020	129000
2063	0905107140	020	143500
2064	0905200010	020	129000
2065	0905201080	020	187000
2066	0905225020	060	158000
2067	0905226050	030	112000
2068	0905226080	050	165250
2069	0905226130	020	150000
2070	0905226170	020	137000
2071	0905228020	020	89500
2072	0905301050	020	302000
2073	0905352010	020	182000
2074	0905352180	060	211000
2075	0905376090	020	216000
2076	0905377020	020	130000
2077	0905377050	020	109900
2078	0905401020	020	255000
2079	0905426010	020	243000
2080	0905451390	050	154000
2081	0905475270	020	118000
2082	0905475520	030	80000
2083	0905476160	090	150000
2084	0905476170	030	86000
2085	0905476225	120	130000
2086	0905478140	020	125000
2087	0905478220	050	136500
2088	0905480090	050	96000
2089	0905480180	020	120000
2090	0906200230	050	228500
2091	0906201022	020	179900
2092	0906201023	060	225000
2093	0906201200	060	301000
2094	0906203140	060	238000
2095	0906204140	060	228500
2096	0906223040	060	220000
2097	0906340080	060	383970
2098	0906340090	060	424870
2099	0906378120	020	250000
2100	0906378150	020	360000
2101	0906378170	020	279500
2102	0906380010	020	200141
2103	0906380040	020	246500
2104	0906380070	060	276000
2105	0906380120	020	203000
2106	0906380140	060	155835
2107	0906380160	020	194000
2108	0906380200	020	195400
2109	0906382020	020	217000
2110	0906382060	020	212999
2111	0906392080	020	175900
2112	0906394020	060	191000
2113	0906394050	020	176432
2114	0906402070	060	277000
2115	0906403060	060	207000
2116	0906426060	050	277000
2117	0906426195	060	240000
2118	0906475110	060	187500
2119	0906475170	020	279000
2120	0907125040	020	139500
2121	0907125120	020	126000
2122	0907130060	020	177500
2123	0907131060	060	175000
2124	0907131120	060	211000
2125	0907135050	020	146000
2126	0907135080	020	147900
2127	0907135180	020	123600
2128	0907180040	060	204750
2129	0907187040	060	235500
2130	0907187060	060	217000
2131	0907192020	060	190550
2132	0907192040	060	217500
2133	0907192120	020	226000
2134	0907192150	060	180000
2135	0907200130	020	131000
2136	0907200190	080	153500
2137	0907200250	080	160000
2138	0907200270	020	134900
2139	0907202100	020	130000
2140	0907202220	020	120000
2141	0907203060	020	112500
2142	0907203110	020	122000
2143	0907227060	020	127000
2144	0907227100	020	117000
2145	0907250050	020	305900
2146	0907252020	060	228500
2147	0907252190	020	270000
2148	0907260040	020	192000
2149	0907260050	060	213000
2150	0907262020	060	200000
2151	0907270040	060	267000
2152	0907275080	020	228000
2153	0907275150	060	275000
2154	0907280090	060	211000
2155	0907280100	020	285000
2156	0907285040	060	240000
2157	0907290140	120	131500
2158	0907295040	020	246900
2159	0907401060	060	219500
2160	0907405130	020	185000
2161	0907410020	060	179400
2162	0907410050	060	213500
2163	0907414060	020	179600
2164	0907414070	020	173500
2165	0907420050	020	167840
2166	0907420060	060	168675
2167	0907420110	060	167000
2168	0908102100	020	140000
2169	0908102160	085	118500
2170	0908103090	020	110000
2171	0908127040	020	94750
2172	0908127060	050	122000
2173	0908127070	020	110000
2174	0908127100	090	118500
2175	0908152060	080	133500
2176	0908152070	020	148000
2177	0908152180	090	141000
2178	0908152260	020	155000
2179	0908152280	020	157000
2180	0908152290	060	171500
2181	0908154195	020	183850
2182	0908154205	060	184750
2183	0908186050	180	140000
2184	0908204090	020	131750
2185	0908204180	090	61500
2186	0908225240	020	111000
2187	0908225310	090	98500
2188	0908226180	030	79000
2189	0908228010	040	108500
2190	0908250100	020	110000
2191	0908275090	050	112000
2192	0908275200	020	125000
2193	0908275240	020	79275
2194	0908276230	020	119000
2195	0909176080	190	200000
2196	0909176170	090	150000
2197	0909250150	070	165000
2198	0909250160	045	96500
2199	0909251030	030	136500
2200	0909251040	050	146500
2201	0909252010	050	175000
2202	0909252150	070	148500
2203	0909252170	070	141500
2204	0909254090	050	189950
2205	0909254100	070	135000
2206	0909254130	075	164000
2207	0909254140	030	90350
2208	0909254150	050	139000
2209	0909256120	030	119750
2210	0909275020	090	145000
2211	0909275030	090	145000
2212	0909275110	070	238000
2213	0909275160	020	153500
2214	0909275310	070	239000
2215	0909276160	070	359100
2216	0909276210	050	188000
2217	0909279080	050	220000
2218	0909281020	190	140000
2219	0909281130	070	315000
2220	0909282020	070	259500
2221	0909425140	020	257500
2222	0909425270	070	219500
2223	0909428120	020	217000
